Cardiac Cycle (beat),ECG_P_Peaks,ECG_Q_Peaks,ECG_R_Peaks,ECG_S_Peaks,ECG_T_Peaks,Px,Py,Qx,Qy,Rx,Ry,Sx,Sy,Tx,Ty,OnQRS_x,OffQRS_x,OnQRS_y,OffQRS_y,PPinterval,QQinterval,RRinterval,SSinterval,TTinterval,PP2,QQ2,RR2,SS2,TT2,P-Pamplitude,Q-Qamplitude,R-Ramplitude,S-Samplitude,T-Tamplitude,R-R2amplitude,Q-Q2amplitude,R-R2amplitude,S-S2amplitude,T-T2amplitude,P->R interval,Q->S interval,Q->T interval,T->Q interval,P->R segment,S->T segment,PQ_y_diff,QR_y_diff,RS_y_diff,ST_y_diff,HRV-RRinterval,HRV-PreRRinterval,HRV-PosRRinterval,HPF X4,HPF X5
1172,214040,214060,214065,214072,214126,0,0.026367200000000004,20,-0.243896,25,0.672363,32,-0.12085,86,0.013183600000000002,10.0,59.0,-0.44824200000000003,-0.026367200000000004,0,0,0,0,8,214251,214251,214251,214251,214259,-0.006591800000000002,-0.127442,-0.02636700000000003,-0.017577999999999996,0.0,-0.02636700000000003,-0.127442,-0.02636700000000003,-0.017577999999999996,0.0,25,12,66,145,25,54,-0.2702632,0.916259,-0.7932130000000001,0.1340336,211,210,211,1,0
1173,214251,214271,214276,214283,214345,0,0.019775400000000002,20,-0.371338,25,0.645996,32,-0.138428,94,0.013183600000000002,10.0,63.0,-0.44824200000000003,-0.006591800000000001,0,-1,0,0,-6,214462,214461,214462,214462,214456,0.0021972999999999993,0.0021970000000000045,0.05053699999999994,0.0021980000000000055,0.004394499999999997,0.05053699999999994,0.0021970000000000045,0.05053699999999994,0.0021980000000000055,0.004394499999999997,25,12,74,136,25,62,-0.3911134,1.017334,-0.784424,0.15161159999999999,211,211,211,0,0
1174,214462,214481,214487,214494,214550,0,0.0219727,19,-0.369141,25,0.696533,32,-0.13623,88,0.0175781,9.5,60.0,-0.32959,-0.013183600000000002,0,1,1,0,0,214669,214670,214670,214669,214669,0.015380800000000003,0.01977599999999996,-0.0021970000000000045,-0.010987000000000025,-0.004394499999999997,-0.0021970000000000045,0.01977599999999996,-0.0021970000000000045,-0.010987000000000025,-0.004394499999999997,25,13,69,139,25,56,-0.3911137,1.065674,-0.8327629999999999,0.1538081,211,211,208,0,-3
1175,214669,214689,214695,214701,214757,0,0.037353500000000005,20,-0.34936500000000004,26,0.694336,32,-0.14721700000000001,88,0.013183600000000002,10.0,60.0,-0.44824200000000003,-0.013183600000000002,0,-1,-5,2,-30,214757,214756,214752,214759,214727,-0.0241699,0.34716773000000006,-0.6701661,0.1318361,-0.015380870000000001,-0.6701661,0.34716773000000006,-0.6701661,0.1318361,-0.015380870000000001,26,12,68,19,26,56,-0.3867185,1.043701,-0.841553,0.1604006,208,211,83,-3,-125
1176,214757,214776,214778,214791,214815,0,0.013183600000000002,19,-0.00219727,21,0.0241699,34,-0.0153809,58,-0.00219727,9.5,46.0,-0.32959,-0.0175781,0,1,4,-2,-3,214879,214880,214883,214877,214876,0.0175781,-0.34057573,0.6394041,-0.12084909999999999,0.0065918,0.6394041,-0.34057573,0.6394041,-0.12084909999999999,0.0065918,21,15,39,84,21,24,-0.015380870000000001,0.026367170000000002,-0.0395508,0.01318363,83,208,126,-125,43
1177,214879,214899,214904,214911,214934,0,0.030761700000000003,20,-0.342773,25,0.663574,32,-0.13623,55,0.00439453,10.0,43.5,-0.44824200000000003,-0.026367200000000004,0,0,0,0,29,215088,215088,215088,215088,215117,-0.0021972000000000033,0.008788999999999991,0.008789000000000047,0.006590999999999986,0.013183569999999999,0.008789000000000047,0.008788999999999991,0.008789000000000047,0.006590999999999986,0.013183569999999999,25,12,35,174,25,23,-0.3735347,1.0063469999999999,-0.799804,0.14062453,126,83,209,43,83
1178,215088,215108,215113,215120,215172,0,0.0285645,20,-0.333984,25,0.672363,32,-0.129639,84,0.0175781,10.0,58.0,-0.44824200000000003,-0.039550800000000004,0,0,0,0,0,215298,215298,215298,215298,215298,0.0,0.04394500000000001,0.019776000000000016,-0.004393999999999981,0.0,0.019776000000000016,0.04394500000000001,0.019776000000000016,-0.004393999999999981,0.0,25,12,64,146,25,52,-0.3625485,1.006347,-0.8020020000000001,0.1472171,209,126,210,83,1
1179,215298,215318,215323,215330,215382,0,0.0285645,20,-0.290039,25,0.6921390000000001,32,-0.13403299999999999,84,0.0175781,10.0,58.0,-0.44824200000000003,-0.039550800000000004,0,-2,-2,-2,1,215507,215505,215505,215505,215508,-0.008789099999999998,-0.057128999999999985,-0.026368000000000058,-0.0065920000000000145,-0.0021972,-0.026368000000000058,-0.057128999999999985,-0.026368000000000058,-0.0065920000000000145,-0.0021972,25,12,64,143,25,52,-0.3186035,0.982178,-0.826172,0.1516111,210,209,207,1,-3
1180,215507,215525,215530,215537,215592,0,0.019775400000000002,18,-0.347168,23,0.665771,30,-0.140625,85,0.0153809,9.0,57.5,-0.32959,-0.032958999999999995,0,2,2,1,4,215712,215714,215714,215713,215716,0.010986300000000001,0.07470699999999997,0.04833999999999994,0.013184000000000001,0.004394500000000003,0.04833999999999994,0.07470699999999997,0.04833999999999994,0.013184000000000001,0.004394500000000003,23,12,67,140,23,55,-0.3669434,1.012939,-0.806396,0.1560059,207,210,207,-3,0
1181,215712,215732,215737,215743,215801,0,0.030761700000000003,20,-0.272461,25,0.7141109999999999,31,-0.127441,89,0.019775400000000002,10.0,60.0,-0.44824200000000003,-0.013183600000000002,0,0,0,1,4,215918,215918,215918,215919,215922,-0.0021972000000000033,-0.079102,-0.05273399999999995,-0.004394999999999982,-0.004394500000000003,-0.05273399999999995,-0.079102,-0.05273399999999995,-0.004394999999999982,-0.004394500000000003,25,11,69,137,25,58,-0.3032227,0.986572,-0.841552,0.1472164,207,207,206,0,-1
1182,215918,215938,215943,215950,216011,0,0.0285645,20,-0.351563,25,0.661377,32,-0.13183599999999998,93,0.0153809,10.0,62.5,-0.44824200000000003,-0.0153809,0,-8,-11,-7,-37,216011,216003,216000,216004,215974,-0.0131836,0.36035206000000003,-0.6372071,0.10546879999999997,-0.008789099999999998,-0.6372071,0.36035206000000003,-0.6372071,0.10546879999999997,-0.008789099999999998,25,12,73,12,25,61,-0.3801275,1.01294,-0.793213,0.14721689999999998,206,207,82,-1,-124
1183,216011,216023,216025,216036,216067,0,0.0153809,12,0.00878906,14,0.0241699,25,-0.026367200000000004,56,0.006591800000000001,6.0,40.5,-0.0944824,-0.0241699,0,7,10,6,35,216130,216137,216140,216136,216165,0.006591800000000002,-0.23510705999999998,0.6328121,-0.10107379999999999,0.0153809,0.6328121,-0.23510705999999998,0.6328121,-0.10107379999999999,0.0153809,14,13,44,82,14,31,-0.00659184,0.015380840000000002,-0.0505371,0.032959,82,206,129,-124,47
1184,216130,216149,216154,216161,216221,0,0.0219727,19,-0.226318,24,0.656982,31,-0.127441,91,0.0219727,9.5,61.0,-0.32959,-0.0153809,0,-12,3,3,-49,216193,216181,216196,216196,216144,-0.024169970000000002,0.20873989999999998,-0.6350093,0.1120601,-0.0021972999999999993,-0.6350093,0.20873989999999998,-0.6350093,0.1120601,-0.0021972999999999993,24,12,72,-21,24,60,-0.2482907,0.8833,-0.784423,0.1494137,129,82,66,47,-63
1185,216193,216200,216220,216227,216235,0,-0.00219727,7,-0.0175781,27,0.0219727,34,-0.0153809,42,0.019775400000000002,3.5,38.0,-0.037353500000000005,-0.0241699,0,13,-2,-2,48,216341,216354,216339,216339,216389,0.026367170000000002,-0.3032229,0.6569823,-0.1120601,-0.0021973000000000027,0.6569823,-0.3032229,0.6569823,-0.1120601,-0.0021973000000000027,27,27,35,126,27,8,-0.01538083,0.0395508,-0.0373536,0.0351563,66,129,146,-63,80
1186,216341,216361,216366,216373,216431,0,0.0241699,20,-0.320801,25,0.678955,32,-0.127441,90,0.0175781,10.0,61.0,-0.44824200000000003,-0.0153809,0,-2,-2,-2,-5,216557,216555,216555,216555,216552,0.0043945999999999985,0.09448300000000001,-0.030761999999999956,0.01098600000000001,0.004394600000000002,-0.030761999999999956,0.09448300000000001,-0.030761999999999956,0.01098600000000001,0.004394600000000002,25,12,70,144,25,58,-0.3449709,0.999756,-0.806396,0.1450191,146,66,214,80,68
1187,216557,216575,216580,216587,216642,0,0.0285645,18,-0.226318,23,0.648193,30,-0.11645499999999999,85,0.0219727,9.0,57.5,-0.32959,-0.032958999999999995,0,20,17,15,-30,216642,216662,216659,216657,216612,-0.006591799999999998,0.20434529999999998,-0.6284176,0.1098632,-0.0153809,-0.6284176,0.20434529999999998,-0.6284176,0.1098632,-0.0153809,23,12,67,38,23,55,-0.2548825,0.874511,-0.764648,0.1384277,214,146,102,68,-112
1188,216642,216680,216682,216687,216697,0,0.0219727,38,-0.0219727,40,0.019775400000000002,45,-0.006591800000000001,55,0.006591800000000001,19.0,50.0,0.25708000000000003,-0.0219727,0,-19,-16,-14,29,216767,216748,216751,216753,216796,0.006591799999999998,-0.27465829999999997,0.6899416,-0.1450192,0.008789099999999998,0.6899416,-0.27465829999999997,0.6899416,-0.1450192,0.008789099999999998,40,7,17,89,40,10,-0.0439454,0.0417481,-0.026367200000000004,0.013183600000000002,102,214,109,-112,7
1189,216767,216786,216791,216798,216851,0,0.0285645,19,-0.296631,24,0.709717,31,-0.151611,84,0.0153809,9.5,57.5,-0.32959,-0.032958999999999995,0,-7,-3,-5,-28,216851,216844,216848,216846,216823,-0.0131836,0.28344739999999996,-0.6877443000000001,0.14721647,-0.00659184,-0.6877443000000001,0.28344739999999996,-0.6877443000000001,0.14721647,-0.00659184,24,12,65,12,24,53,-0.32519549999999997,1.006348,-0.8613280000000001,0.1669919,109,102,81,7,-28
1190,216851,216863,216872,216877,216907,0,0.0153809,12,-0.013183600000000002,21,0.0219727,26,-0.00439453,56,0.00878906,6.0,41.0,-0.0944824,-0.026367200000000004,0,7,3,5,29,216977,216984,216980,216982,217006,0.010986300000000004,-0.2702634,0.6855473,-0.12304647,0.00878904,0.6855473,-0.2702634,0.6855473,-0.12304647,0.00878904,21,14,44,89,21,30,-0.0285645,0.0351563,-0.026367230000000002,0.013183589999999999,81,109,129,-28,48
1191,216977,216996,217001,217008,217062,0,0.026367200000000004,19,-0.283447,24,0.7075199999999999,31,-0.127441,85,0.0175781,9.5,58.0,-0.32959,-0.039550800000000004,0,0,1,1,-29,217188,217188,217189,217189,217159,0.0,-0.07251000000000002,-0.041748999999999925,0.01098600000000001,-0.01977537,-0.041748999999999925,-0.07251000000000002,-0.041748999999999925,0.01098600000000001,-0.01977537,24,12,66,145,24,54,-0.3098142,0.9909669999999999,-0.834961,0.1450191,129,81,212,48,83
1192,217188,217207,217213,217220,217244,0,0.026367200000000004,19,-0.355957,25,0.665771,32,-0.11645499999999999,56,-0.00219727,9.5,44.0,-0.32959,-0.0285645,0,2,1,1,33,217400,217402,217401,217401,217433,0.0,0.12963900000000003,-0.004394000000000009,-0.0021970000000000045,0.01757817,-0.004394000000000009,0.12963900000000003,-0.004394000000000009,-0.0021970000000000045,0.01757817,25,13,37,177,25,24,-0.3823242,1.021728,-0.782226,0.11425772999999999,212,129,213,83,1
1193,217400,217421,217426,217433,217489,0,0.026367200000000004,21,-0.226318,26,0.661377,33,-0.118652,89,0.0153809,10.5,61.0,-0.44824200000000003,-0.0153809,0,-2,-2,-2,1,217615,217613,217613,217613,217616,-0.006591800000000002,-0.11425800000000005,0.006591999999999931,-0.032959,0.0021972,0.006591999999999931,-0.11425800000000005,0.006591999999999931,-0.032959,0.0021972,26,12,68,145,26,56,-0.2526852,0.887695,-0.780029,0.13403289999999998,213,212,213,1,0
1194,217615,217634,217639,217646,217705,0,0.019775400000000002,19,-0.34057600000000005,24,0.6679689999999999,31,-0.151611,90,0.0175781,9.5,60.5,-0.32959,-0.013183600000000002,0,-2,-2,-2,-5,217831,217829,217829,217829,217826,0.004394499999999999,0.017578000000000038,0.03735300000000008,0.01757800000000001,-0.004394499999999997,0.03735300000000008,0.017578000000000038,0.03735300000000008,0.01757800000000001,-0.004394499999999997,24,12,71,143,24,59,-0.36035140000000004,1.008545,-0.81958,0.16918909999999998,213,213,214,0,1
1195,217831,217848,217853,217860,217916,0,0.0241699,17,-0.322998,22,0.705322,29,-0.13403299999999999,85,0.013183600000000002,8.5,57.0,-0.19775399999999999,-0.032958999999999995,0,3,3,3,-2,218043,218046,218046,218046,218041,-0.0021972,0.015380999999999978,0.030761999999999956,-0.010987000000000025,-0.0021973000000000027,0.030761999999999956,0.015380999999999978,0.030761999999999956,-0.010987000000000025,-0.0021973000000000027,22,12,68,147,22,56,-0.34716790000000003,1.02832,-0.839355,0.14721659999999998,214,213,215,1,1
1196,218043,218063,218068,218075,218126,0,0.0219727,20,-0.30761700000000003,25,0.736084,32,-0.14502,83,0.0109863,10.0,57.5,-0.44824200000000003,-0.032958999999999995,0,-1,0,0,8,218258,218257,218258,218258,218266,0.004394500000000003,-0.032959000000000016,-0.057128999999999985,0.010987000000000025,0.013183600000000002,-0.057128999999999985,-0.032959000000000016,-0.057128999999999985,0.010987000000000025,0.013183600000000002,25,12,63,151,25,51,-0.32958970000000004,1.043701,-0.881104,0.15600630000000001,215,214,215,1,0
1197,218258,218277,218283,218290,218349,0,0.026367200000000004,19,-0.34057600000000005,25,0.678955,32,-0.13403299999999999,91,0.0241699,9.5,61.5,-0.32959,-0.0153809,0,1,0,0,-6,218475,218476,218475,218475,218469,0.006591799999999991,0.10986300000000004,-0.024169999999999914,0.013182999999999986,-0.004394499999999999,-0.024169999999999914,0.10986300000000004,-0.024169999999999914,0.013182999999999986,-0.004394499999999999,25,13,72,146,25,59,-0.3669432,1.019531,-0.8129879999999999,0.15820289999999998,215,215,217,0,2
1198,218475,218495,218500,218507,218560,0,0.032958999999999995,20,-0.230713,25,0.6547850000000001,32,-0.12085,85,0.019775400000000002,10.0,58.5,-0.44824200000000003,-0.039550800000000004,0,0,0,0,7,218691,218691,218691,218691,218698,-0.010986299999999994,-0.04174800000000001,0.0021969999999998935,-0.008789000000000005,-0.0065918,0.0021969999999998935,-0.04174800000000001,0.0021969999999998935,-0.008789000000000005,-0.0065918,25,12,65,151,25,53,-0.263672,0.8854980000000001,-0.7756350000000001,0.1406254,217,215,216,2,-1
1199,218691,218711,218716,218723,218783,0,0.0219727,20,-0.272461,25,0.656982,32,-0.129639,92,0.013183600000000002,10.0,62.0,-0.44824200000000003,-0.0153809,0,-1,-1,-1,-7,218909,218908,218908,218908,218902,0.0021972,0.026367,0.0,0.00439500000000001,0.0065918,0.0,0.026367,0.0,0.00439500000000001,0.0065918,25,12,72,145,25,60,-0.2944337,0.929443,-0.786621,0.1428226,216,217,217,-1,1
1200,218909,218928,218933,218940,218994,0,0.0241699,19,-0.246094,24,0.656982,31,-0.125244,85,0.019775400000000002,9.5,58.0,-0.32959,-0.039550800000000004,0,-3,2,0,-16,218994,218991,218996,218994,218978,-0.004394499999999999,0.23730494000000002,-0.6437984,0.1076659,-0.015380870000000001,-0.6437984,0.23730494000000002,-0.6437984,0.1076659,-0.015380870000000001,24,12,66,16,24,54,-0.2702639,0.903076,-0.782226,0.1450194,217,216,87,1,-130
1201,218994,219010,219020,219025,219063,0,0.019775400000000002,16,-0.00878906,26,0.013183600000000002,31,-0.0175781,69,0.00439453,8.0,50.0,-0.19775399999999999,-0.0219727,0,3,-1,0,20,219124,219127,219123,219124,219144,0.008789099999999998,-0.34497093999999995,0.6701664,-0.1274419,0.006591769999999999,0.6701664,-0.34497093999999995,0.6701664,-0.1274419,0.006591769999999999,26,15,53,80,26,38,-0.02856446,0.02197266,-0.030761700000000003,0.02197263,87,217,129,-130,42
1202,219124,219143,219149,219155,219213,0,0.0285645,19,-0.35375999999999996,25,0.68335,31,-0.14502,89,0.0109863,9.5,60.0,-0.32959,-0.013183600000000002,0,0,0,1,1,219337,219337,219337,219338,219338,-0.0043945999999999985,0.017577999999999927,0.028564000000000034,0.019776000000000016,0.010986400000000002,0.028564000000000034,0.017577999999999927,0.028564000000000034,0.019776000000000016,0.010986400000000002,25,12,70,143,25,58,-0.38232449999999996,1.03711,-0.82837,0.15600630000000001,129,87,213,42,84
1203,219337,219356,219362,219369,219427,0,0.0241699,19,-0.33618200000000004,25,0.711914,32,-0.125244,90,0.0219727,9.5,61.0,-0.32959,-0.0153809,0,0,0,0,-5,219553,219553,219553,219553,219548,-0.0109863,-0.004394000000000009,-0.07910100000000009,0.013183,-0.006591800000000002,-0.07910100000000009,-0.004394000000000009,-0.07910100000000009,0.013183,-0.006591800000000002,25,13,71,145,25,58,-0.36035190000000006,1.0480960000000001,-0.8371580000000001,0.1472167,213,129,216,84,3
1204,219553,219572,219578,219585,219638,0,0.013183600000000002,19,-0.34057600000000005,25,0.632813,32,-0.112061,85,0.0153809,9.5,58.5,-0.32959,-0.039550800000000004,0,0,-1,0,6,219770,219770,219769,219770,219776,0.0065918,0.008789000000000047,-0.010986999999999969,-0.013183,0.004394500000000003,-0.010986999999999969,0.008789000000000047,-0.010986999999999969,-0.013183,0.004394500000000003,25,13,66,151,25,53,-0.35375960000000006,0.9733890000000001,-0.7448739999999999,0.1274419,216,213,216,3,0
1205,219770,219789,219794,219802,219861,0,0.019775400000000002,19,-0.331787,24,0.621826,32,-0.125244,91,0.019775400000000002,9.5,61.5,-0.32959,-0.0153809,0,0,0,-1,1,219988,219988,219988,219987,219989,0.006591800000000002,0.006592000000000042,0.0021970000000000045,-0.008788999999999991,-0.008789100000000003,0.0021970000000000045,0.006592000000000042,0.0021970000000000045,-0.008788999999999991,-0.008789100000000003,24,13,72,146,24,59,-0.3515624,0.953613,-0.74707,0.1450194,216,216,218,0,2
1206,219988,220007,220012,220019,220080,0,0.026367200000000004,19,-0.32519499999999996,24,0.624023,31,-0.13403299999999999,92,0.0109863,9.5,61.5,-0.32959,-0.0153809,0,1,1,0,-2,220205,220206,220206,220205,220203,-0.008789100000000005,0.006590999999999958,0.07250999999999996,-0.028565000000000007,0.015380900000000005,0.07250999999999996,0.006590999999999958,0.07250999999999996,-0.028565000000000007,0.015380900000000005,24,12,73,145,24,61,-0.35156219999999994,0.9492179999999999,-0.758056,0.1450193,218,216,218,2,0
1207,220205,220225,220230,220236,220295,0,0.0175781,20,-0.318604,25,0.696533,31,-0.162598,90,0.026367200000000004,10.0,60.5,-0.44824200000000003,-0.013183600000000002,0,-1,0,1,1,220421,220420,220421,220422,220422,0.004394600000000002,-0.02856399999999998,-0.013182999999999945,0.035156999999999994,-0.010986300000000004,-0.013182999999999945,-0.02856399999999998,-0.013182999999999945,0.035156999999999994,-0.010986300000000004,25,11,70,145,25,59,-0.3361821,1.015137,-0.859131,0.1889652,218,218,216,0,-2
1208,220421,220440,220446,220453,220512,0,0.0219727,19,-0.347168,25,0.68335,32,-0.127441,91,0.0153809,9.5,61.5,-0.32959,-0.0153809,0,1,0,-1,-2,220640,220641,220640,220639,220638,-0.004394600000000002,0.09008799999999995,-0.010986999999999969,0.017577999999999983,0.008789000000000002,-0.010986999999999969,0.09008799999999995,-0.010986999999999969,0.017577999999999983,0.008789000000000002,25,13,72,148,25,59,-0.3691407,1.030518,-0.810791,0.1428219,216,218,219,-2,3
1209,220640,220660,220665,220671,220729,0,0.0175781,20,-0.25708000000000003,25,0.672363,31,-0.10986300000000002,89,0.0241699,10.0,60.0,-0.44824200000000003,-0.013183600000000002,0,-9,-11,-5,-33,220729,220720,220718,220724,220696,0.006591800000000002,0.24169910000000003,-0.6481931000000001,0.09887670000000001,-0.01977537,-0.6481931000000001,0.24169910000000003,-0.6481931000000001,0.09887670000000001,-0.01977537,25,11,69,11,25,58,-0.2746581,0.929443,-0.7822260000000001,0.1340329,219,216,78,3,-141
1210,220729,220740,220743,220755,220785,0,0.0241699,11,-0.0153809,14,0.0241699,26,-0.0109863,56,0.00439453,5.5,41.0,-0.057128899999999996,-0.026367200000000004,0,10,12,7,28,220856,220866,220868,220863,220884,0.0043945999999999985,-0.2197261,0.6372071,-0.1120607,0.006591769999999999,0.6372071,-0.2197261,0.6372071,-0.1120607,0.006591769999999999,14,15,45,92,14,30,-0.0395508,0.0395508,-0.0351562,0.015380829999999998,78,219,139,-141,61
1211,220856,220877,220882,220889,220940,0,0.0285645,21,-0.235107,26,0.661377,33,-0.123047,84,0.0109863,10.5,58.5,-0.44824200000000003,-0.039550800000000004,0,-4,-4,-3,0,221079,221075,221075,221076,221079,-0.0109864,-0.09887699999999999,-0.04834000000000005,0.021973000000000006,0.008789100000000003,-0.04834000000000005,-0.09887699999999999,-0.04834000000000005,0.021973000000000006,0.008789100000000003,26,12,63,156,26,51,-0.2636715,0.8964840000000001,-0.784424,0.1340333,139,78,219,61,80
1212,221079,221096,221101,221109,221163,0,0.0175781,17,-0.333984,22,0.6130369999999999,30,-0.101074,84,0.019775400000000002,8.5,57.0,-0.19775399999999999,-0.032958999999999995,0,3,3,2,8,221295,221298,221298,221297,221303,-0.0021972,0.06591800000000003,0.0988770000000001,-0.052735000000000004,0.004394499999999999,0.0988770000000001,0.06591800000000003,0.0988770000000001,-0.052735000000000004,0.004394499999999999,22,13,67,152,22,54,-0.3515621,0.9470209999999999,-0.7141109999999999,0.1208494,219,139,219,80,0
